"Id";"Title";"First Name";"Second Name";"Job";"Email";"Alternative Email";"Electorate";"Party";"Portfolios";"Website";"Twitter";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax";"Address Type";"Postal";"Address 1";"Address 2";"Suburb";"State";"Pcode";"Phone";"Tollfree";"Fax"
;"Ms";"Sussan";"Ley";;;;"Farrer";"LP";;;;1;1;"PO Box 672";;"Albury";"NSW";2640;"(02) 6021 3264";"1300 303 203";"(02) 6021 6620";3;1;"PO Box 6100";"Parliament House";"Canberra";"ACT";2678;"(02) 6277 4503";;"(02) 6277 8431";;;;;;;;;;
;"Ms";"Kirsten";"Livermore";;;;"Capricornia";"ALP";;;;1;1;"PO Box 1919";;"Rockhampton";"Qld";4700;"(07) 4922 6604";"1300 301 943";"(07) 4922 6607";3;1;"PO Box 6101";"Parliament House";"Canberra";"ACT";2679;"(02) 6277 4738";;"(02) 6277 8434";;;;;;;;;;
;"Mr";"Geoff";"Lyons";;;;"Bass";"ALP";;;;1;1;"PO Box 5035";;"Launceston";"Tas";7250;"(03) 6334 7033";;"(03) 6334 7055";3;1;"PO Box 6102";"Parliament House";"Canberra";"ACT";2680;"(02) 6277 4735";;"(02) 6277 8577";;;;;;;;;;
;"Mr";"Ian";"Macfarlane";;;;"Groom";"LP";;;;1;1;"PO Box 777";;"Toowoomba";"Qld";4350;"(07) 4632 4144";;"(07) 4638 2147";3;1;"PO Box 6103";"Parliament House";"Canberra";"ACT";2681;"(02) 6277 4433";;"(02) 6277 8492";;;;;;;;;;
;"Ms";"Jenny";"Macklin";"Minister for Families, Community Services and Indigenous Affairs, Minister for Disability Reform";;;"Jagajaga";"ALP";;;;1;1;"PO Box 316";;"Heidelberg";"Vic";3084;"(03) 9459 1411";;"(03) 9457 5721";3;1;"PO Box 6104";"Parliament House";"Canberra";"ACT";2682;"(02) 6277 7560";;"(02) 6273 4122";;;;;;;;;;
;"Ms";"Nola";"Marino";"Opposition Whip";;;"Forrest";"LP";;;;1;0;"Unit 3";"9 Cassowary Bend";"Eaton";"WA";6232;"(08) 9725 2300";;"(08) 9725 2444";3;1;"PO Box 6105";"Parliament House";"Canberra";"ACT";2683;"(02) 6277 2318";;"(02) 6277 8450";;;;;;;;;;
;"Mrs";"Louise";"Markus";;;;"Macquarie";"LP";;;;1;1;"PO Box 855";;"Windsor";"NSW";2756;"(02) 4577 2631";;"(02) 4577 2640";3;1;"PO Box 6106";"Parliament House";"Canberra";"ACT";2684;"(02) 6277 2371";;"(02) 6277 8463";;;;;;;;;;
;"Mr";"Richard";"Marles";"Parliamentary Secretary for Pacific Island Affairs, Parliamentary Secretary for Foreign Affairs";;;"Corio";"ALP";;;;1;0;"17A Yarra Street";;"Geelong";"Vic";3220;"(03) 5221 3033";;"(03) 5222 4505";3;1;"PO Box 6107";"Parliament House";"Canberra";"ACT";2685;"(02) 6277 4330";;"(02) 6277 8488";;;;;;;;;;
;"Mr";"Russell";"Matheson";;;;"Macarthur";"LP";;;;1;1;"PO Box 1065";;"Camden";"NSW";2570;"(02) 4655 7600";;"(02) 4655 7690";3;1;"PO Box 6108";"Parliament House";"Canberra";"ACT";2686;"(02) 6277 2035";;"(02) 6277 8486";;;;;;;;;;
;"Mr";"Robert";"McClelland";;;;"Barton";"ALP";;;;1;1;"PO Box 32";;"Kogarah";"NSW";2217;"(02) 9553 4111";;"(02) 9553 0855";3;1;"PO Box 6109";"Parliament House";"Canberra";"ACT";2687;"(02) 6277 4941";;"(02) 6277 8595";;;;;;;;;;
;"Mr";"Michael";"McCormack";;;;"Riverina";"Nats";;;;1;0;"Suite 2";"11-15 Fitzmaurice Street";"Wagga Wagga";"NSW";2650;"(02) 6921 4600";;"(02) 6921 5900";3;1;"PO Box 6110";"Parliament House";"Canberra";"ACT";2688;"(02) 6277 4725";;"(02) 6277 8563";;;;;;;;;;
;"Mr";"Daryl";"Melham";;;;"Banks";"ALP";;;;1;1;"PO Box 775";;"Revesby";"NSW";2212;"(02) 9774 2111";;"(02) 9774 5461";3;1;"PO Box 6111";"Parliament House";"Canberra";"ACT";2689;"(02) 6277 2054";;"(02) 6277 4476";;;;;;;;;;
;"Mrs";"Sophie";"Mirabella";;;;"Indi";"LP";;;;1;0;"117 Murphy Street";;"Wangaratta";"Vic";3677;"(03) 5721 5377";;"(03) 5721 8196";3;1;"PO Box 6112";"Parliament House";"Canberra";"ACT";2690;"(02) 6277 2301";;"(02) 6277 8448";;;;;;;;;;
;"Mr";"Bob";"Mitchell";;;;"McEwen";"ALP";;;;1;0;"Suite 4B";"61 High Street";"Wallan";"Vic";3756;"(03) 5783 4880, 1300 701 966";;"(03) 5783 4889";3;1;"PO Box 6113";"Parliament House";"Canberra";"ACT";2691;"(02) 6277 4117";;"(02) 6277 8443";;;;;;;;;;
;"Mr";"Scott";"Morrison";;;;"Cook";"LP";;;;1;1;"PO Box 1306";;"Cronulla";"NSW";2230;"(02) 9523 0339";;"(02) 9523 8959";3;1;"PO Box 6114";"Parliament House";"Canberra";"ACT";2692;"(02) 6277 2086";;"(02) 6277 8571";;;;;;;;;;
;"Mrs";"Judi";"Moylan";;;;"Pearce";"LP";;;;1;1;"PO Box 1005";;"Midland";"WA";6936;"(08) 9294 3222";;"(08) 9294 2888";3;1;"PO Box 6115";"Parliament House";"Canberra";"ACT";2693;"(02) 6277 4171";;"(02) 6277 8400";;;;;;;;;;
;"Mr";"John";"Murphy";;;;"Reid";"ALP";;;;1;1;"PO Box 2028";;"Burwood";"NSW";2134;"(02) 9745 4433";;"(02) 9745 2825";3;1;"PO Box 6116";"Parliament House";"Canberra";"ACT";2694;"(02) 6277 4099";;"(02) 6277 8530";;;;;;;;;;
;"Mr";"Shayne";"Neumann";;;;"Blair";"ALP";;;;1;1;"PO Box 5117";;"Brassall";"Qld";4305;"(07) 3201 5300";"1300 792 714";"(07) 3201 5311";3;1;"PO Box 6117";"Parliament House";"Canberra";"ACT";2695;"(02) 6277 4755";;"(02) 6277 8533";;;;;;;;;;
;"Mr";"Paul";"Neville";"The Nationals Deputy Whip";;;"Hinkler";"Nats";;;;1;1;"PO Box 535";;"Bundaberg";"Qld";4670;"(07) 4152 0744";;"(07) 4153 1752";3;1;"PO Box 6118";"Parliament House";"Canberra";"ACT";2696;"(02) 6277 4940";;"(02) 6277 8559";;;;;;;;;;
;"Mr";"Robert";"Oakeshott";;;;"Lyne";"Ind.";;;;1;1;"PO Box 1112";;"Port Macquarie";"NSW";2444;"(02) 6584 2911";;"(02) 6584 2922";3;1;"PO Box 6119";"Parliament House";"Canberra";"ACT";2697;"(02) 6277 4052";;"(02) 6277 8403";;;;;;;;;;
;"Mr";"Brendan";"O'Connor";"Minister for Housing, Minister for Homelessness, Minister for Small Business";;;"Gorton";"ALP";;;;1;0;"900A Old Calder Highway";;"Keilor";"Vic";3036;"(03) 8361 6588";;"(03) 8361 6577";3;1;"PO Box 6120";"Parliament House";"Canberra";"ACT";2698;"(02) 6277 7667";;"(02) 6273 9395";;;;;;;;;;
;"Mr";"Ken";"O'Dowd";;;;"Flynn";"Nats";;;;1;0;"76 Goondoon Street";;"Gladstone";"Qld";4680;"(07) 4972 5465";;"(07) 4972 0888";3;1;"PO Box 6121";"Parliament House";"Canberra";"ACT";2699;"(02) 6277 4380";;"(02) 6277 8495";;;;;;;;;;
;"Ms";"Kelly";"O'Dwyer";;;;"Higgins";"LP";;;;1;0;"Suite 1";"1343 Malvern Road";"Malvern";"Vic";3144;"(03) 9822 4422";;"(03) 9822 0319";3;1;"PO Box 6122";"Parliament House";"Canberra";"ACT";2700;"(02) 6277 4155";;"(02) 6277 8453";;;;;;;;;;
;"Ms";"Deb";"O'Neill";;;;"Robertson";"ALP";;;;1;1;"PO Box 577";;"Gosford";"NSW";2250;"(02) 4322 1922";;"(02) 4322 2066";3;1;"PO Box 6123";"Parliament House";"Canberra";"ACT";2701;"(02) 6277 4070";;"(02) 6277 8593";;;;;;;;;;
;"Ms";"Julie";"Owens";;;;"Parramatta";"ALP";;;;1;0;"Suite 1";"25 Smith Street";"Parramatta";"NSW";2150;"(02) 9689 1455";;"(02) 9689 3813";3;1;"PO Box 6124";"Parliament House";"Canberra";"ACT";2702;"(02) 6277 4134";;"(02) 6277 8433";;;;;;;;;;
;"Ms";"Melissa";"Parke";;;;"Fremantle";"ALP";;;;1;1;"PO Box 1224";;"Fremantle";"WA";6959;"(08) 9335 8555";;"(08) 9336 1059";3;1;"PO Box 6125";"Parliament House";"Canberra";"ACT";2703;"(02) 6277 2189";;"(02) 6277 8430";;;;;;;;;;
;"Mr";"Graham";"Perrett";;;;"Moreton";"ALP";;;;1;1;"PO Box 419";"Sunnybank Plaza";"Sunnybank";"Qld";4109;"(07) 3344 2622";;"(07) 3344 4276";3;1;"PO Box 6126";"Parliament House";"Canberra";"ACT";2704;"(02) 6277 4542";;"(02) 6277 8419";;;;;;;;;;
;"Ms";"Tanya";"Plibersek";"Minister for Health";;;"Sydney";"ALP";;;;1;0;"150 Broadway";;"Broadway";"NSW";2007;"(02) 9379 0700";;"(02) 9379 0701";3;1;"PO Box 6127";"Parliament House";"Canberra";"ACT";2705;"(02) 6277 7220";;"(02) 6273 4146";;;;;;;;;;
;"Ms";"Jane";"Prentice";;;;"Ryan";"LP";;;;1;1;"PO Box 704";;"Indooroopilly";"Qld";4068;"(07) 3378 1599";;"(07) 3378 1399";3;1;"PO Box 6128";"Parliament House";"Canberra";"ACT";2706;"(02) 6277 4426";;"(02) 6277 8512";;;;;;;;;;
;"Mr";"Christopher";"Pyne";"Manager of Opposition Business";;;"Sturt";"LP";;;;1;0;"429 Magill Road";;"St Morris";"SA";5068;"(08) 8431 2277";;"(08) 8431 2288";3;1;"PO Box 6129";"Parliament House";"Canberra";"ACT";2707;"(02) 6277 4699";;"(02) 6277 8537";;;;;;;;;;
;"Mr";"Rowan";"Ramsey";;;;"Grey";"LP";;;;1;1;"PO Box 296";;"Port Pirie";"SA";5540;"(08) 8633 1744";"1300 301 742";"(08) 8633 1749";3;1;"PO Box 6130";"Parliament House";"Canberra";"ACT";2708;"(02) 6277 4967";;"(02) 6277 8440";;;;;;;;;;
;"Mr";"Don";"Randall";;;;"Canning";"LP";;;;1;1;"PO Box 465";;"Kelmscott";"WA";6111;"(08) 9390 1211";;"(08) 9390 1255";3;1;"PO Box 6131";"Parliament House";"Canberra";"ACT";2709;"(02) 6277 2090";;"(02) 6277 8425";;;;;;;;;;
;"Mr";"Bernie";"Ripoll";"Parliamentary Secretary to the Treasurer";;;"Oxley";"ALP";;;;1;1;"PO Box 4042";;"Forest Lake";"Qld";4078;"(07) 38796440";;"(07) 38796441";3;1;"PO Box 6132";"Parliament House";"Canberra";"ACT";2710;"(02) 6277 4934";;"(02) 6277 8584";;;;;;;;;;
;"Ms";"Amanda";"Rishworth";;;;"Kingston";"ALP";;;;1;0;"232 Main South Road";;"Morphett Vale";"SA";5162;"(08) 8186 2588";"1300 797 211";"(08) 8186 2688";3;1;"PO Box 6133";"Parliament House";"Canberra";"ACT";2711;"(02) 6277 2293";;"(02) 6277 8498";;;;;;;;;;
;"Mr";"Andrew";"Robb";;;;"Goldstein";"LP";;;;1;0;"368 Centre Road";;"Bentleigh";"Vic";3204;"(03) 9557 4644";;"(03) 9557 2906";3;1;"PO Box 6134";"Parliament House";"Canberra";"ACT";2712;"(02) 6277 2062";;"(02) 6277 8525";;;;;;;;;;
;"Mr";"Stuart";"Robert";;;;"Fadden";"LP";;;;1;1;"PO Box 213";;"Oxenford";"Qld";4210;"(07) 5580 0355";;"(07) 5580 0366";3;1;"PO Box 6135";"Parliament House";"Canberra";"ACT";2713;"(02) 6277 2106";;"(02) 6277 8441";;;;;;;;;;
;"Ms";"Michelle";"Rowland";;;;"Greenway";"ALP";;;;1;1;"PO Box 686";;"Seven Hills";"NSW";1730;"(02) 9671 4780";;"(02) 9671 5147";3;1;"PO Box 6136";"Parliament House";"Canberra";"ACT";2714;"(02) 6277 4833";;"(02) 6277 8586";;;;;;;;;;
;"Ms";"Nicola";"Roxon";"Attorney-General, Minister for Emergency Management";;;"Gellibrand";"ALP";;;;1;0;"1 Thomas Holmes Street";;"Maribyrnong";"Vic";3032;"(03) 9317 7077";;"(03) 9317 7477";3;1;"PO Box 6137";"Parliament House";"Canberra";"ACT";2715;"(02) 6277 7300";;"(02) 6273 4102";;;;;;;;;;
;"Mr";"Wyatt";"Roy";;;;"Longman";"LP";;;;1;1;"PO Box 825";;"Morayfield";"Qld";4506;"(07) 5428 7755";;"(07) 5428 6800";3;1;"PO Box 6138";"Parliament House";"Canberra";"ACT";2716;"(02) 6277 4646";;"(02) 6277 8539";;;;;;;;;;
;"Mr";"Kevin";"Rudd";;;;"Griffith";"ALP";;;;1;1;"PO Box 476";;"Morningside";"Qld";4170;"(07) 3899 4031";;"(07) 3899 5755";3;1;"PO Box 6139";"Parliament House";"Canberra";"ACT";2717;"(02) 6277 4988";;"(02) 6277 2369";;;;;;;;;;
;"Mr";"Philip";"Ruddock";;;;"Berowra";"LP";;;;1;1;"PO Box 743";;"Pennant Hills";"NSW";1715;"(02) 9980 1822";;"(02) 9980 1833";3;1;"PO Box 6140";"Parliament House";"Canberra";"ACT";2718;"(02) 6277 4077";;"(02) 6277 8466";;;;;;;;;;
;"Ms";"Janelle";"Saffin";;;;"Page";"ALP";;;;1;0;"61-63 Molesworth Street";;"Lismore";"NSW";2480;"(02) 6621 9909";;"(02) 6621 9959";3;1;"PO Box 6141";"Parliament House";"Canberra";"ACT";2719;"(02) 6277 4323";;"(02) 6277 8501";;;;;;;;;;
;"Mr";"Alby";"Schultz";;;;"Hume";"LP";;;;1;1;"PO Box 700";;"Goulburn";"NSW";2580;"02-4822 2277";;"02-4822 1029";3;1;"PO Box 6142";"Parliament House";"Canberra";"ACT";2720;"(02) 6277 4386";;"(02) 6277 8482";;;;;;;;;;
;"Mr";"Bruce";"Scott";"Second Deputy Speaker";;;"Maranoa";"Nats";;;;1;1;"PO Box 641";;"Dalby";"Qld";4405;"(07) 4662 2715";"1300 301 964";"(07) 4662 5149";3;1;"PO Box 6143";"Parliament House";"Canberra";"ACT";2721;"(02) 6277 4949";;"(02) 6277 8421";;;;;;;;;;
;"Mr";"Patrick";"Secker";"Opposition Whip";;;"Barker";"LP";;;;1;0;"37 Adelaide Road";;"Murray Bridge";"SA";5253;"(08) 8531 2466";"1300 301 648";"(08) 8531 2124";3;1;"PO Box 6144";"Parliament House";"Canberra";"ACT";2722;"(02) 6277 4217";;"(02) 6277 8541";;;;;;;;;;
;"Mr";"Bill";"Shorten";"Minister for Employment and Workplace Relations, Minister for Financial Services and Superannuation";;;"Maribyrnong";"ALP";;;;1;1;"PO Box 214";;"Moonee Ponds";"Vic";3039;"(03) 9326 1300";;"(03) 9326 0611";3;1;"PO Box 6145";"Parliament House";"Canberra";"ACT";2723;"(02) 6277 7320";;"(02) 6273 4115";;;;;;;;;;
;"Mr";"Sid";"Sidebottom";"Parliamentary Secretary for Agriculture, Fisheries and Forestry";;;"Braddon";"ALP";;;;1;1;"PO Box 908";;"Burnie";"Tas";7320;"(03) 6431 1333";;"(03) 6431 5680";3;1;"PO Box 6146";"Parliament House";"Canberra";"ACT";2724;"(02) 6277 4911";;"(02) 6277 8547";;;;;;;;;;
;"Mr";"Luke";"Simpkins";;;;"Cowan";"LP";;;;1;1;"PO Box 219";;"Kingsway";"WA";6065;"(08) 9409 4100";;"(08) 9409 5100";3;1;"PO Box 6147";"Parliament House";"Canberra";"ACT";2725;"(02) 6277 4009";;"(02) 6277 8423";;;;;;;;;;
;"Mr";"Peter";"Slipper";"Speaker";;;"Fisher";"Ind.";;;;1;1;"PO Box 1224";;"Buddina";"Qld";4575;"(07) 5444 4888";"1300 301 981";"(07) 5452 6655";3;1;"PO Box 6148";"Parliament House";"Canberra";"ACT";2726;"(02) 6277 4000";;"(02) 6277 2050";;;;;;;;;;
;"Mr";"Tony";"Smith";;;;"Casey";"LP";;;;1;0;"Suite 1";"1 East Ridge Drive";"Chirnside Park";"Vic";3116;"(03) 9727 0799";;"(03) 9727 0833";3;1;"PO Box 6149";"Parliament House";"Canberra";"ACT";2727;"(02) 6277 4284";;"(02) 6277 8439";;;;;;;;;;
;"Mr";"Stephen";"Smith";"Minister for Defence, Deputy Leader of the House";;;"Perth";"ALP";;;;1;1;"PO Box 901";;"Inglewood";"WA";6932;"(08) 9272 3411";;"(08) 9272 3477";3;1;"PO Box 6150";"Parliament House";"Canberra";"ACT";2728;"(02) 6277 7800";;"(02) 6273 4118";;;;;;;;;;
;"Ms";"Laura";"Smyth";;;;"La Trobe";"ALP";;;;1;0;"Unit 3";"16 Langmore Lane";"Berwick";"Vic";3806;"(03) 9796 1788";;"(03) 9768 9152";3;1;"PO Box 6151";"Parliament House";"Canberra";"ACT";2729;"(02) 6277 4114";;"(02) 6277 8467";;;;;;;;;;
;"Mr";"Warren";"Snowdon";"Minister for Veterans' Affairs, Minister for Defence Science and Personnel, Minister for Indigenous Health, Minister Assisting the Prime Minister on the Centenary of ANZAC";;;"Lingiari";"ALP";;;;1;1;"PO Box 4007";;"Alice Springs";"NT";870;"(08) 8952 9696";;"(08) 8952 5922";3;1;"PO Box 6152";"Parliament House";"Canberra";"ACT";2730;"(02) 6277 7820";;"(02) 6273 4140";;;;;;;;;;
;"Mr";"Alexander";"Somlyay";;;;"Fairfax";"LP";;;;1;1;"PO Box 1978";;"Sunshine Plaza";"Qld";4558;"(07) 5479 2800";;"(07) 5443 5333";3;1;"PO Box 6153";"Parliament House";"Canberra";"ACT";2731;"(02) 6277 4244";;"(02) 6277 8436";;;;;;;;;;
;"Dr";"Andrew";"Southcott";;;;"Boothby";"LP";;;;1;0;"Level 1";"724 Marion Road";"Marion";"SA";5043;"(08) 8374 0511";;"(08) 8374 3071";3;1;"PO Box 6154";"Parliament House";"Canberra";"ACT";2732;"(02) 6277 4283";;"(02) 6277 8476";;;;;;;;;;
;"Dr";"Sharman";"Stone";;;;"Murray";"LP";;;;1;1;"PO Box 884";;"Shepparton";"Vic";3632;"(03) 5821 5371";;"(03) 5821 8429";3;1;"PO Box 6155";"Parliament House";"Canberra";"ACT";2733;"(02) 6277 4477";;"(02) 6277 8454";;;;;;;;;;
;"Mr";"Wayne";"Swan";"Deputy Prime Minister, Treasurer";;;"Lilley";"ALP";;;;1;1;"PO Box 182";;"Nundah";"Qld";4012;"(07) 3266 8244";;"(07) 3266 4263";3;1;"PO Box 6156";"Parliament House";"Canberra";"ACT";2734;"(02) 6277 7340";;"(02) 6273 3420";;;;;;;;;;
;"Mr";"Mike";"Symon";;;;"Deakin";"ALP";;;;1;1;"PO Box 232";;"Mitcham";"Vic";3132;"(03) 9874 4544";;"(03) 9874 4644";3;1;"PO Box 6157";"Parliament House";"Canberra";"ACT";2735;"(02) 6277 4255";;"(02) 6277 8451";;;;;;;;;;
;"Mr";"Dan";"Tehan";;;;"Wannon";"LP";;;;1;0;"190 Gray Street";;"Hamilton";"Vic";3300;"(03) 5572 1100";"1300 131 692";"(03) 5572 1141";3;1;"PO Box 6158";"Parliament House";"Canberra";"ACT";2736;"(02) 6277 4393";;"(02) 6277 8538";;;;;;;;;;
;"Mr";"Craig";"Thomson";;;;"Dobell";"ALP";;;;1;1;"PO Box 3763";;"Tuggerah";"NSW";2259;"(02) 4351 1223";;"(02) 4353 6480";3;1;"PO Box 6159";"Parliament House";"Canberra";"ACT";2737;"(02) 6277 4460";;"(02) 6277 2123";;;;;;;;;;
;"Mr";"Kelvin";"Thomson";;;;"Wills";"ALP";;;;1;0;"3 Munro Street";;"Coburg";"Vic";3058;"(03) 9350 5777";;"(03) 9350 6613";3;1;"PO Box 6160";"Parliament House";"Canberra";"ACT";2738;"(02) 6277 4633";;"(02) 6277 8409";;;;;;;;;;
;"Mr";"Warren";"Truss";"Leader of The Nationals";;;"Wide Bay";"Nats";;;;1;1;"PO Box 283";;"Maryborough";"Qld";4650;"(07) 4121 2936";;"(07) 4122 3968";3;1;"PO Box 6161";"Parliament House";"Canberra";"ACT";2739;"(02) 6277 4482";;"(02) 6277 8569";;;;;;;;;;
;"Mr";"Alan";"Tudge";;;;"Aston";"LP";;;;1;0;"Suite 4, Level 1";"420 Burwood Highway";"Wantirna South";"Vic";3152;"(03) 9887 3890";;"(03) 9887 3893";3;1;"PO Box 6162";"Parliament House";"Canberra";"ACT";2740;"(02) 6277 4354";;"(02) 6277 8487";;;;;;;;;;
;"Mr";"Malcolm";"Turnbull";;;;"Wentworth";"LP";;;;1;1;"PO Box 545";;"Edgecliff";"NSW";2027;"(02) 9327 3988";;"(02) 9327 2533";3;1;"PO Box 6163";"Parliament House";"Canberra";"ACT";2741;"(02) 6277 4144";;"(02) 6277 8445";;;;;;;;;;
;"Ms";"Maria";"Vamvakinou";;;;"Calwell";"ALP";;;;1;0;"Office 6";"1100 Pascoe Vale Road";"Broadmeadows";"Vic";3047;"(03) 9309 3655";;"(03) 9309 4255";3;1;"PO Box 6164";"Parliament House";"Canberra";"ACT";2742;"(02) 6277 4249";;"(02) 6277 8426";;;;;;;;;;
;"Mr";"Bert";"Van Manen";;;;"Forde";"LP";;;;1;1;"PO Box 884";;"Beenleigh";"Qld";4207;"(07) 3807 6340";;"(07) 3807 1990";3;1;"PO Box 6165";"Parliament House";"Canberra";"ACT";2743;"(02) 6277 4719";;"(02) 6277 8553";;;;;;;;;;
;"Mr";"Ross";"Vasta";;;;"Bonner";"LP";;;;1;0;"69 Clara Street";;"Wynnum";"Qld";4178;"(07) 3893 3488";;"(07) 3893 3422";3;1;"PO Box 6166";"Parliament House";"Canberra";"ACT";2744;"(02) 6277 4632";;"(02) 6277 8535";;;;;;;;;;
;"Dr";"Mal";"Washer";;;;"Moore";"LP";;;;1;0;"3 Boas Avenue";;"Joondalup";"WA";6027;"(08) 9300 2244";;"(08) 9300 2245";3;1;"PO Box 6167";"Parliament House";"Canberra";"ACT";2745;"(02) 6277 2114";;"(02) 6277 8587";;;;;;;;;;
;"Mr";"Andrew";"Wilkie";;;;"Denison";"Ind.";;;;1;1;"GPO Box 32";;"Hobart";"Tas";7001;"(03) 6234 5255";;"(03) 6223 8560";3;1;"PO Box 6168";"Parliament House";"Canberra";"ACT";2746;"(02) 6277 4766";;"(02) 6277 8579";;;;;;;;;;
;"Mr";"Tony";"Windsor";;;;"New England";"Ind.";;;;1;1;"PO Box 963";;"Tamworth";"NSW";2340;"(02) 6761 3080";"1300 301 839";"(02) 6761 3380";3;1;"PO Box 6169";"Parliament House";"Canberra";"ACT";2747;"(02) 6277 4722";;"(02) 6277 8545";;;;;;;;;;
;"Mr";"Ken";"Wyatt";;;;"Hasluck";"LP";;;;1;1;"PO Box 325";;"Forrestfield";"WA";6058;"(08) 9359 0322";;"(08) 9359 0197";3;1;"PO Box 6170";"Parliament House";"Canberra";"ACT";2748;"(02) 6277 4707";;"(02) 6277 8552";;;;;;;;;;
;"Mr";"Tony";"Zappia";;;;"Makin";"ALP";;;;1;1;"PO Box 775";;"Modbury";"SA";5092;"(08) 8265 3100";;"(08) 8265 3900";3;1;"PO Box 6171";"Parliament House";"Canberra";"ACT";2749;"(02) 6277 4147";;"(02) 6277 8592";;;;;;;;;;
